review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes,product_name,Polarity,Subjectivity,Sentiment
RKEQHD343IWTH,B0D3JB14QS,2.0 out of 5 stars Mediocre.,T W.,2,"These things are mediocre at best. The sound isn't the greatest and no options to even change that. No battery in the case for remote charging, they have to be plugged in. It's advertised as android compatible but doesn't pair to a single android device I own. I'm only keeping them because they work on my laptop.","Reviewed in the United States June 24, 2024",AHWFIACYJCDYIXQNR73JIF4ASINQ,1,6,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.29107142857142854,0.6392857142857143,Positive
R3L74VDW33PQPH,B0D3JB14QS,4.0 out of 5 stars Compact and Basic with Some Drawbacks,fastpatch68,4,"The Beats Solo Buds offer a compact and reasonably priced option, but they come with several limitations. The build feels cheap, and the lack of a battery and charging indicators in the case can be quite annoying as you can't easily check the charge status. On the positive side, the sound quality is decent. They provide only noise isolation, not active noise cancellation.However, taking them out of the case is quite difficult. But they stay in your ears during normal activities. While they integrate well with Apple devices by showing up across all devices using the same Apple ID, switching and connecting still need to be done manually, unlike the seamless experience with AirPods.Be mindful of the shortcomings that exists with these buds as you make your purchase decision.","Reviewed in the United States June 30, 2024",AHGRO6YPUMEDZOFM6NMELULKBU4Q,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.06028138528138528,0.5800324675324674,Neutral
R145WG310G6D8T,B0D3JB14QS,4.0 out of 5 stars Pros and cons,Isaac G.,4,"I love these earbuds, they are portable without loosing any sound quality, but you do loose some features.Pros:You dont loose on sound qualityThe price is greatVery comfortableVery portableAn impressive 18hrs of battery lifeCons:You loose out on the reset buttonYou loose out on case battery, the case holds no charge, only the earbuds hold charge.You cant change the modes (noise cancellation transparent etc.)","Reviewed in the United States July 10, 2024",AEW6PNHFHVQYJA5AVG6P5D2YFH5A,1,2,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.22136752136752136,0.49743589743589745,Positive
R2HSKJBMLSNC3D,B0D3JB14QS,3.0 out of 5 stars Doesn't work with my Galaxy S10,Viktor S.,3,"First impressions on receiving: box, packaging and design definitely on the cheaper side. Seemed borderline fake to me. The actual product inside seems nice, fairly light and small but not too light as to feel unreliable. There is no indicator light anywhere on the case that would give a clue about the status of the pairing, battery etc. Pairing supposed to work simply by opening the lid near your phone. Nothing happened when I opened it (other than a low level sound effect coming from the case. I did charge it, so that should not be the problem.) Then I tried pairing manually but the device does not show up anywhere among the paired devices or list of devices available to pair. Then I tried following the instructions on their dedicated product page. For Android it says that one should download the Beats App from the Play store. And so I did, but this specific model, SOLO BUDS, is not listed as an available product to pair. I'm giving up and sending it back.","Reviewed in the United States June 22, 2024",AE2WE4NWLNUO5AQZUJ34AEW4VDTA,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.13026315789473686,0.43634085213032586,Neutral
R3RBI47BTQ75ER,B0D3JB14QS,4.0 out of 5 stars Beats Earbuds,this sucks listen this is a rip off you have to have a special tv,4,I like the way they fit in ear. Sound is not as loud as I would like.,"Reviewed in the United States July 31, 2024",AGZ3MIWKNYJJIOM2VN3UYOJR7NQQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.3,0.5333333333333333,Positive
R24PGVU569TQGN,B0D3JB14QS,4.0 out of 5 stars Better noise cancelling than I expected,Pat Sutton,4,"I normally HATE any buds that arent over the ear, they fall out or dont seal right or 100 other excuses, but not these.They fit snug, and I can mow the grass on the zero-turn while listening to an audiobook because they cancel all the noise.Love them.","Reviewed in the United States July 8, 2024",AGSB2CG7Y5EPZPRJVYPMLQOD2RZQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,-0.05982142857142858,0.5526785714285715,Neutral
RA7M4LZEVCSSS,B0D3JB14QS,4.0 out of 5 stars Ear buds review,Moondance dot com,4,They work... I just needed new ear buds. They suffice.,"Reviewed in the United States July 27, 2024",AGNJAGUUNOVP2RAMNXOGDIQAXPXA,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.13636363636363635,0.45454545454545453,Neutral
RGLAECNFJED0M,B0D3JB14QS,3.0 out of 5 stars Solo Buds Minus,Igor Ivannikov,3,I wonder the reasons this product was ever born. It is step back in sound quality. Buds are suitable only for listening to podcasts not for music. Sound quality is even worse comparing to Powerbeats Pro. Weird creation. There are better choices. The only thing I do like so far is tiny case.,"Reviewed in the United States July 18, 2024",AGBHF3OYUCRPAA7PGFCULZYQKKKA,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.09545454545454546,0.65,Neutral
R2803QPCUEKE1T,B0D3JB14QS,4.0 out of 5 stars Great buy,Destenie Gonzalez,4,The media could not be loaded. I thought the sounds could be louder but still works nicely. I can say worth the price especially for style and automatic connections great.,"Reviewed in the United States July 27, 2024",AGEFAB6HK5XDQ2N5B77B5P3QXYVA,1,1,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.425,0.7125,Positive
RKOAW29REQXE5,B0D3JB14QS,3.0 out of 5 stars “Budget” price little sound,Herrera,3,These are the most compact earbuds I’ve had. If you’re always on the go and have a budget and don’t mind how they sound these are for you. They sound OK but because these are beats you expect more. If you’re crazy for the sound these are not for you.,"Reviewed in the United States July 10, 2024",AGUFXNOTHUX53N5MSGPZRCPRYB7Q,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.29999999999999993,0.5142857142857142,Positive
R1MM2TGIZCY0BK,B0D3JB14QS,5.0 out of 5 stars Beats.,Judy N. Carter,5,"Good clear sound, but too big for my small ears. Could not sleep with them in ears, too uncomfortable…","Reviewed in the United States July 17, 2024",AFUBH4R63NUCIKLS6SFPYLMKQFLA,1,2,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.19,0.37666666666666665,Neutral
R2FN5ZZDK1OFBQ,B0D3JB14QS,5.0 out of 5 stars Good quality,Patricia Fuller,5,Affordable price,"Reviewed in the United States July 26, 2024",AGLDA3IOPC47FUMVLLY2CS2LNBZQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.0,0.0,Neutral
R13M096FF6PQWU,B0D3JB14QS,5.0 out of 5 stars Best ear buds,Amazon Customer,5,Best source of blue tooth headphones connection,"Reviewed in the United States July 20, 2024",AG3FV53R47HEOLO6PCP5DUKRBXRQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.5,0.2,Positive
RMQUV6QKWYMUN,B0D3JB14QS,5.0 out of 5 stars From AirPods Pro 2 to these...,Shawn Lopp,5,"I am very pleased with the sound and fit of these buds! I researched a lot before pulling the trigger. Some reviewers either seemed to be really impressed (and I assumed they were being paid) or saying they were garbage. I am glad I tried them out, because I am very happy.","Reviewed in the United States June 25, 2024",AGL7MBAZELD2RWBQFQOYXUX7BWBQ,1,12,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.6749999999999999,0.7999999999999999,Positive
R31KDWBL87FGSM,B0D3JB14QS,5.0 out of 5 stars Very good,WILL,5,They work just like it say,"Reviewed in the United States July 19, 2024",AEFVUGTJFB34Z4FK5L2TX3XPXRWQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.0,0.0,Neutral
R8T0BMC3ZAOHT,B0D3JB14QS,5.0 out of 5 stars I like them,Jackie Davis,5,Like,"Reviewed in the United States July 18, 2024",AEJSJJI555HCJ6VOXJ3TD3YFZEXA,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.0,0.0,Neutral
RZ1RWWCF6GC08,B0D3JB14QS,5.0 out of 5 stars Fit is off,Erin Fontana,5,"These could fit better, I think I should have gotten the ones that go over your ears but they re great sound amazing have Impressive range and battery life","Reviewed in the United States June 24, 2024",AGOZM4C5NTD3NW25YNOZ2TNJ2C5A,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.6166666666666667,0.6583333333333333,Positive
R1J5KIV51G5127,B0D3JB14QS,5.0 out of 5 stars Superb,Tirso Ramón Viscaya Cabrera,5,Very Comfortable,"Reviewed in the United States July 14, 2024",AES4OHKWNYE5S6MGH7JKMYIPCB5A,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.52,1.0,Positive
R34A2DILXD7F93,B0D3JB14QS,2.0 out of 5 stars Don't sound good for price,Oscar Corral,2,"They sound like if you were to put your ear up to the TV speaker. I bought some beats earbuds for the same price a few years ago and they sound way better than these and they have button on both earbuds to stop play change song, these earbuds don't have that. They are way over priced should be worth $40","Reviewed in the United States July 23, 2024",AHKJVKAKQDV6SJNPP3KI7HCFPUZQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.23333333333333336,0.2708333333333333,Positive
RA13C1SOCDVOO,B0D3JB14QS,5.0 out of 5 stars Comfort and sound,trudy c-torres,5,"Love these buds, best I have ever used or purchased","Reviewed in the United States June 25, 2024",AHINV3BCWXAS3VB4SEKMNWCVJBWA,1,1,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.75,0.44999999999999996,Positive
R2P82HPXVSKQTN,B0D3JB14QS,2.0 out of 5 stars Poor sound quality.,Christine Olson,2,"I have purchased Six bags in the past and I have been very satisfied. However, This particular one has very poor sound quality.","Reviewed in the United States July 23, 2024",AFLTHDNSYDESSXGKDWCIKVDFK7GA,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.08933333333333333,0.5526666666666666,Neutral
R1RQ28E67RI31U,B0D3JB14QS,2.0 out of 5 stars Not as advertensie,J. L. Hawkins,2,The beats solo ear buds deliver poor sound quality. Plus they are difficulte to pair with some devices.,"Reviewed in the United States July 31, 2024",AGXH4WNVEQ56QHWCQGAGDSUSHM2A,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.0,0.5,Neutral
R2M2TO0IFX0KDJ,B0D3JB14QS,2.0 out of 5 stars Disappointed,F. Church,2,"With the name Beats attached, I expected a better product. The sound quality is poor, and the tapping controls on the earbuds are clunky and not responsive. I'm returning these.","Reviewed in the United States July 10, 2024",AFEI7ZKCQZNL623VBOP6WMHEQZUQ,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.1,0.475,Neutral
R14VAFRU5BGAA,B0D3JB14QS,"2.0 out of 5 stars Beats Buds are ""DUDS""",Charles,2,"This is all about getting as much ""money"" as possible from the buyer. Don't even think twice about this item!","Reviewed in the United States July 18, 2024",AGMZQYN24AIJ6PMZUUTHBLOSZ2AA,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.1,0.6,Neutral
RFJ2VMLYM6T51,B0D3JB14QS,2.0 out of 5 stars Not loud,Shae  Jefferson,2,These weren’t loud at all with the music disappointed,"Reviewed in the United States July 6, 2024",AFB4HI7CDEYTPXT7HOQZKKQZDY4A,1,1,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,-0.325,0.775,Negative
R1BG1TW4HEX3AZ,B0D3JB14QS,1.0 out of 5 stars Don't buy these,alleycat,1,"I've had these for about a week. The sound is great but they don't stay in your ear unless you are absolutely sitting in one spot. Any kind of activity and they pop out. I've tried all the, ""ear buds"" they came with in hopes that they would stay. No such luck.I will give them to my husband who can use them with his laptop. These are a disapointment.","Reviewed in the United States July 27, 2024",AG6ZGRBGUXBCLBGMP7UAJ7VNVLPQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.4,0.69,Positive
R131JGSUF5TUDV,B0D3JB14QS,1.0 out of 5 stars I’m very angry I bought these! Absolute TRASH!!! DO NOT BUY,Nicky,1,Listen life is expensive and for me to spend an obscene amount of money on headphones for when I’m at work to make time go by and them have pretty much 0 sound makes me irritated…I have an old set of beats which is why I bought them again because they were noise canceling and very loud and these sounded like someone was whispering in my ear! Dollar tree headphones were louder than these!!! I’m very disappointed and now I have to have a hard time returning them and wait forever to get my money back😐,"Reviewed in the United States June 30, 2024",AFAAKRBGXELLI3QCC4QQTW5JWTGA,1,6,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,-0.09989769345238098,0.6880952380952382,Neutral
R2ZQFFS7MVT8K4,B0D3JB14QS,1.0 out of 5 stars Don’t waste your money,Sonya Lyons,1,"I received the first set, it wouldn’t stop beeping and would not charge. They sent me a replacement. It was fully charged, connected to my phone but still no light indicator saying it was charging. Checked on my phone and it wasn’t even after trying different chargers. Took it to the Apple Store they said to send it back!!","Reviewed in the United States July 19, 2024",AGPH6R6VAPBOKGZOSOC533CBVGCQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.012499999999999997,0.4083333333333333,Neutral
R195Z6HBIFPQTS,B0D3JB14QS,1.0 out of 5 stars They volume is low,diego,1,"Got them today and they didn’t even come in a package, when opened they were dirty with ear wax and I don’t recall buying a used one. Kinda sad I was willing to let go of the earbuds being used but the sound isn’t great at all.","Reviewed in the United States July 30, 2024",AHRJXT2M6JN3PLMCIK55ZNTCHBPA,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.06999999999999999,0.74,Neutral
R2BBE9KNIXTVBE,B0D3JB14QS,1.0 out of 5 stars Sound quality,Heidi Paquette,1,I listen to video and streaming and hard to hear!!! If you want someone whispering in your ear then these are for you. I questioned getting my hearing checked after having on max volume and can barely hear them.,"Reviewed in the United States July 19, 2024",AES462TCZZMXRKNEPDMXOHJGVBAQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,-0.2598307291666667,0.3208333333333333,Negative
R31F36L8F5CVNV,B0D3JB14QS,1.0 out of 5 stars If you want to listen to a radio from the 40s. This one is for you!,EX CLIENTE DE ESTA TIENDA,1,"It doesn't have surround or immersive sound. Does not protect against outside noise. They sound like an old radio from the '40s, with a bad antenna signal. Bad sound. It doesn't look like digital sound. Very bad.","Reviewed in the United States July 28, 2024",AEM4IOI7Q4U7QG4GXJQP2LK6IDKQ,1,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,-0.06099999999999994,0.40499999999999997,Neutral
R2QUANHQZWSF7D,B0D3JB14QS,1.0 out of 5 stars Don’t bother,O.A,1,"I was skeptical to buy because of the reviews but I should have listened.Once you try to out the volume all the way up to the max, you still can’t hear the music. There is also no noise cancellation.","Reviewed in the United States July 14, 2024",AGFGHGUXT2B4BAPEX2Q5PTCAWFSA,1,3,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,-0.5,0.5,Negative
R137U400VZYJVQ,B0D3JB14QS,1.0 out of 5 stars Don’t ever buy,Kristopher Walker,1,The volume of the ear buds is very low and it does not get any louder at all it’s like listening to people whispering in your ears and still can’t hear.,"Reviewed in the United States July 8, 2024",AGLV5VETVCT3ZWXMYIVQXVX3EI5Q,1,5,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.0,0.39,Neutral
R1KEMXZCMDHCK,B0D3JB14QS,1.0 out of 5 stars Very underwhelmed,Michael C Ramsey,1,Quality compared to Ipods isn't even close. The case doesn't even have a light when it is charging. The sound is not good.,"Reviewed in the United States July 17, 2024",AGCHHTH42QHQTEX7YPFF4KXCMWQQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.15000000000000002,0.5666666666666668,Neutral
R2GX55965H7GZD,B0D3JB14QS,1.0 out of 5 stars Completely useless,Wendy,1,These never ever charged. Not even after 8 hours.You need a printer when you return them. Return label must be printed.Completely useless !!!!!!,"Reviewed in the United States July 6, 2024",AGHCWN3ND6HQJ4XBLMBQSG5TN75Q,1,1,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,-1.0,0.2,Negative
R16YI3ZHANG14S,B0D3JB14QS,1.0 out of 5 stars No charger,Pamela D Holley-Sharpe,1,Couldn't charge the beats because it did not come with charger or charging cable.,"Reviewed in the United States August 2, 2024",AEV2HAROBCQZJ2AOICB5WUMDYPXQ,1,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.0,0.0,Neutral
R1PSAJLNIS91TR,B0D3JB14QS,1.0 out of 5 stars Sound Quality,Joel Ontiveros,1,The sound quality is not the best. Gen 1 apple AirPod have way better quality sound then these do,"Reviewed in the United States July 8, 2024",AELOTR4374VUE5UJUW4E5QBFKOYQ,1,1,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.575,0.4,Positive
R31CUJJRY1WLJL,B0D3JB14QS,1.0 out of 5 stars If I could read it as no stars I would and I know beats is a good brand,James Ogletree,1,My earbuds are extremely tinny!!! There is no base to them whatsoever!!! Can I return them?,"Reviewed in the United States June 25, 2024",AFB7DW3B5VJ42EDN43JCVT32MYIA,1,5,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.1279296875,1.0,Neutral
R2TEMFP521354W,B0D3JB14QS,1.0 out of 5 stars Missing item,bianca jackson,1,The headphones didn’t come with a charger.,"Reviewed in the United States July 14, 2024",AHHFRY2OXNB3P366XFNFDUE643CQ,1,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.0,0.0,Neutral
R15L4EMBBG71MN,B0D3JB14QS,1.0 out of 5 stars Only one works,Machelle stauffacher,1,Only one ear bud works very upset,"Reviewed in the United States July 10, 2024",AEWULH7ZD4WNSAMAQMRWEN5PXHDQ,1,1,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.1,0.65,Neutral
R2OL6WGA32OZ1,B0D3JB14QS,3.0 out of 5 stars Middle-of-the-road earbuds in a small case,Dave Gilbert,3,"I had high hopes for these given the brand reputation - Beats are a well-established partner for Apple and are supposed to be good for listening to music. Beats are known to be particularly good for bass-heavy music; I have a pair of Beats over ear headphones and they are decent. These earbuds however do not live up to the reputation.Pros:* I was excited to see how small the case is for these earphones. It is significantly smaller and lighter than the typical Apple airpods case, for example. I ordered in the translucent red and it is a cool look. I like being able to see the electronics within the case (the buds are solid color red).* the form factor and related design of the buds is excellent. They are covered in a rubberized material typical for sports electronics, making them water and sweat resistant as well as mostly impervious to dirt. the fit in the ear is really good, and they come with multiple sets of ear tips in matching color. They do not fall out of my ear despite use during sports / exercise.* sound quality for phone use is very good. I can hear well and callers can hear me. They hold up to reasonable background noise.* sound quality for podcasts and other spoken word is also good. I can hear clearly and volume is sufficient.* iphone integration is decent. The earbud controls appear on iphone in a similar fashion to airpods.* battery life is good. I would estimate 10-12 hrs on a single charge.* they come with a 1-year warrranty from Apple (as documented in the product guide)Cons:*sound quality with music is only so-so. I was frankly disapointed. They do not hold up well in an A-B comparison with my Apple Airpod Pros (2nd generation) - a decent Mid-Fi option. In my opinion these are unsuitable for listening to music.* no case battery. The reason the case is so much smaller is because the case itself cannot charge the ear buds without being plugged in. I guess this is ok since the battery life on the ear buds is very good compared with others, but it was a surprise to me.* missing my favorite airpod feature - automatic pause. On my airpods, if I take one out of my ear the source pauses. Seems like a missed opportunity given the existing integration.","Reviewed in the United States July 2, 2024",AFQNCPIKKEK67YQSJQXF2UKQML4A,0,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.253926406926407,0.4936904761904762,Positive
R1LERTLVVTROBV,B0D3JB14QS,4.0 out of 5 stars Beats Solo Buds: Compact Sound Titans in a Budget-Friendly Package,JAYSIN,4,"The Beats Solo Buds are a testament to the brand's **continued attention to sound quality**, delivering an auditory experience that impresses at its price point. While they may lack a battery within the case, reducing the overall listening time, the buds themselves offer an **excellent battery life**. In testing, they lasted just shy of **17.5 hours**, though individual results may vary slightly. Their portability is a significant advantage, making them a convenient choice for on-the-go music enthusiasts.It's true, the absence of an **IP rating** for water and sweat resistance, along with the lack of noise canceling or spatial audio features, might be seen as downsides. However, these omissions are somewhat mitigated by the buds' affordability. The removal of the indicator light, a seemingly small feature we've all come to rely on, is a curious choice by Apple. It's akin to a phone without a camera; it functions, but something feels amiss. Now, users must rely on their phones to check the battery life and confirm if the charging cable is properly connected. For iPhone users, this information is conveniently displayed via an on-screen card, while Android users can find it in the app.Despite these quirks, the Beats Solo Buds strike a balance between **size, sound quality, and price** that many will find just right. For those seeking alternatives, the Soundcore Space A40 offers a similar size, more overall battery life, a wireless charging case, and comparable sound quality with a bit more sub-bass impact. They also boast a comfortable fit with ANC and an actual **IPX4 rating**, all at a price point that's often under $50 on sale, available in black, blue, and white—all of which are quite stylish. Ultimately, the Beats Solo Buds stand out for their portability and sound quality, making them a worthy consideration for those prioritizing these features within this price range.","Reviewed in the United States June 22, 2024",AER7PTMSQZFO5CNGSYDORW6DEDGQ,0,6,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.20150669642857144,0.47064732142857146,Positive
RRUPVKNOMLTLD,B0D3JB14QS,4.0 out of 5 stars These are great earbuds with a portable small case,Tracy,4,After hearing a lot of great things about Beats products I expected better. These paired easily and quickly with my phone and come with a great slim carry case which also keeps the earbuds charged. They also come with various ear tips so you can customize the fit. They stay in my ears even if I shake my head hard so that's good too. I still prefer earbuds with a silicone piece that locks them into my ears though. Mostly what I don't like about these is the sound quality. There is just something off about the sound. It has this distant quality to it that seems strange. The EarFun earbuds I purchased in 2021 cost $20 less and the sound quality is far superior. They also still hold a charge and function just as well now as they did 3 years ago. Overall I think these are just ok.,"Reviewed in the United States July 21, 2024",AEYM2GIBLON73QKU4FVUBIZLL42A,0,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.29801587301587307,0.4972222222222223,Positive
R3KI9GNXUTY8X4,B0D3JB14QS,3.0 out of 5 stars Doesn't live up to the brand name,Cheesy,3,"TL;DR - Great fit and comfort, pretty, average sound quality. Expensive.Beats has really made a name for itself as a brand and is considered a higher end option for sound. When I received this pair of earbuds, my impression was that it sounds the same as my skullcandy buds... For a brand that advertises itself as being a first choice for music buffs who are invested in quality sound, I couldn't tell much of a difference. There is no EQ setting to tinker with in an app like I've seen in some other earbuds that market themselves as musically superior. In fact, the Beats app seems to only exist to show you adds for more Beats.But, I am not picky about my earbuds. I usually pick based on pricing, comfort, and convenience over sound quality. That being said, these buds fit in the ear much easier AND more comfortably than the skullcandy ones I've used in the past. They are extremely comfortable and do not fall out. The case (transparent red) is very attractive and slim and the lid doesn't fly open accidentally to make you risk losing a bud.Ultimately, they are better than previous earbuds I've used, but only in comfort and fit, not in sound. I don't know if I'd shell out an extra $40 for these just for a more comfortable fit vs. the $39.99 competitor.TL;DR - Great fit and comfort, pretty, average sound quality. Expensive.","Reviewed in the United States June 27, 2024",AGAXVWEFLR6E54ZPN62WYYCUZFTQ,0,1,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.2722868217054265,0.5069767441860464,Positive
R1W0N9APY9UUBE,B0D3JB14QS,3.0 out of 5 stars Are these really Beats!?,Jennifer B.,3,"I had high expectations for these, thinking that they would provide a more portable counterpart to my over the ears. If that is your expectation too, then get ready to be disappointed as I was. The sound on these is not great and really falls flat. The range is just poor, and I can't find any way to adjust it in the app.At $80 I guess I can't complain about it too much, but I thought I was sacrificing things like a battery in the case not actual sound performance.The fit is ok, but multiple times they have fallen out while using on the elliptical and the controls are hard to use because they are physical buttons that force movement of the bud when pressing. On the plus side you don't accidentally pause your music when readjusting like the touch sensitive ones do.Personally, I don't see these as being a daily driver. I think I will throw them in my travel bag so if I forget to pack or don't have room for my primaries, I at least have something.Overall, I don't recommend these, there are much better options in this price range, beats really missed the mark on this release!","Reviewed in the United States July 2, 2024",AHY5C3OQ4B5WHDQSIPWGFTRCPV2Q,0,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.0746969696969697,0.3931601731601732,Neutral
R3NLFNW1FI3WFU,B0D3JB14QS,"3.0 out of 5 stars They're Beats, But Not What You'd Expect",Gus Weiss IV,3,"The Beats Solo buds are more of a unique novelty item to compete in a lower price market compared to their other products. They represent Beats' approach to minimalist function, design, but kind of miss the mark.These buds are small. You do have several options of sizing for yours ears, but once those things are in, you want to be careful operating the touch controls as each slight tap feels as though you may be pushing them further into your ear canals.Sound wise, I wasn't too impressed. The highs/mids were decent, but the bass seemed lacking a bit compared to other buds that I've used. I can't really say much on the ANC as I didn't really need it. With enough volume, everything outside was pretty much muted...typical of this style of earbud.There was an app that requested to download that allowed for manipulation of some features, but having to install an app and give up permissions can often be concerning.For phones conversations, these weren't bad. You could hear someone on them pretty well, though I found myself sometimes asking others to speak up a bit or having to turn up my volume. However, on my end when wearing them, I could hear them fairly well.Overall, I'm giving a 3 star.","Reviewed in the United States July 3, 2024",AF7KO44UUWM5HRSMTFYCUQI56VOA,0,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.15520833333333336,0.5499999999999999,Neutral
R204FZYXP8380S,B0D3JB14QS,"4.0 out of 5 stars Good, but not great.",--- Dave H ---,4,"Compact, good sound, comfort, battery life, buttons. No noise cancelling or charge status lights.","Reviewed in the United States July 6, 2024",AEVE77IWSADA3A3RLXJRL5JCS5YA,0,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.55,0.5,Positive
R3VIEZXLRR3ULI,B0D3JB14QS,3.0 out of 5 stars Fall Out Easy,Lee,3,Got these recently and overall they’re solid earphones but they fall out way too easily. I tried the twist method or jamming them in but nothing worked.,"Reviewed in the United States July 13, 2024",AF5U6U6NH7GZ3X36ZN3BMD5OYJXA,0,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.10833333333333334,0.29583333333333334,Neutral
RHH030FNN1D56,B0D3JB14QS,3.0 out of 5 stars Ugly and overpriced,Steven,3,Pros:- good bass- easy to pair- tactile buttons feel good to control and are responsiveCons:- looks pretty ugly sticking out of my ears- no wireless charging- $80 is expensive for something that doesn't even have wireless chargingFeatures: 4/5Design: 4/5Value: 2/5,"Reviewed in the United States July 6, 2024",AGJINC3YHKL33MJ7DYK4OG3NYWDA,0,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,0.10476190476190474,0.7476190476190476,Neutral
R3786AAQ1B56GT,B0D3JB14QS,4.0 out of 5 stars Solid pair of earbuds,zach,4,"They're just that, solid. The Small case is nice and the colors are cool but as far ws features go that's about it. They sound good but I've heard better for the price and I apologize if im wrong but there doesn't seem to be an EQ at all! That just seems crazy! If you're a fan of this brand and you want something simple then these are for you. Anyone else I recommend you keep looking.","Reviewed in the United States June 24, 2024",AEMHRX3VOH7V3HDBPOSUVCF2W5DA,0,0,Color: Transparent RedStyle: Solo Buds,Beats Solo Buds,0.09318181818181817,0.6188311688311688,Neutral
R3HI9Y66G2Z959,B0D3JB14QS,3.0 out of 5 stars Good for calls in pristine conditions. Bad for music.,( ˘ ɜ˘) ♬♪♫,3,No noise cancellation. Calls are clear for wearers and parties on the other end of the call so long as the wearer is not in a noisy environment. Terrible at playing music. Definitely not with the cost.,"Reviewed in the United States June 24, 2024",AHMOTUOX6DCN5GCQK6B3WDHKXIOA,0,0,Color: Storm GrayStyle: Solo Buds,Beats Solo Buds,-0.215,0.5316666666666666,Negative
R3UVITUXD0KVA2,B0D3JB14QS,3.0 out of 5 stars Just Ok,Robin L.,3,"Let me start with I like the looks and packaging of these earbuds but I expected more from ""Beats"". The sound is okay but not the greatest. They were easy to pair but there does need to be some improvement on the sound issue.","Reviewed in the United States June 25, 2024",AG4S5PAXMOXJAHCKD7VPY4R2JMAQ,0,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.44761904761904764,0.5761904761904761,Positive
RFGTFET5SA72J,B0D3JB14QS,"5.0 out of 5 stars Good headphones, limited features",Stewart D,5,"These Beats Solo buds work well, they fit well and have plenty of tips to get them to fit great. Battery life is decent, and the case is tiny compared to my other earbuds. They connect to my iPhone very quickly. They sound decent, they sound like most other Beats products which is good, decent clarity, and a bass boost. They don't have a lot of extra features, no active noise cancelation, or ambient modes, but for a decent quality earbud at a decent price, they do a great job.","Reviewed in the United States July 18, 2024",AEB4APROVCGVZMAGV7STPYLJEDWQ,0,0,Color: Matte BlackStyle: Solo Buds,Beats Solo Buds,0.26666666666666666,0.5316666666666666,Positive
